id,name,russian,url,kind,score,status,episodes,episodes_aired,aired_on,released_on
1098,Samurai Girl Real Bout High School,Девушка-самурай,/animes/1098-samurai-girl-real-bout-high-school,tv,5.9,released,13,0,2001-07-30,2001-10-22
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,Великолепный кондитер: Спецвыпуск,/animes/8894-yume-iro-p-tissi-re-mune-kyun-tropical-island,special,7.12,released,1,0,2010-07-30,
51039,Doupo Cangqiong: Nian Fan,Расколотая битвой синева небес 5,/animes/51039-doupo-cangqiong-nian-fan,ona,8.43,ongoing,209,183,2022-07-31,
20723,Kyousou Giga (TV) Recaps,Шутки чокнутой столицы: Рекапы,/animes/20723-kyousou-giga-tv-recaps,tv_special,6.51,released,2,0,2013-10-03,2013-12-26
128,Gate Keepers 21,Хранители врат 21,/animes/128-gate-keepers-21,ova,6.73,released,6,0,2002-04-24,2003-01-08
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Дораэмон:  Новое гнездилище зла,/animes/19645-doraemon-movie-34-shin-nobita-no-daimakyou-peko-to-5-nin-no-tankentai,movie,7.5,released,1,0,2014-03-08,
39905,Collar x Malice Movie: Deep Cover,Ошейник и злоба,/animes/39905-collar-x-malice-movie-deep-cover,movie,5.73,released,2,0,2023-05-26,2023-06-23
47904,Hololive Alternative,Хололайв: Альтернатива,/animes/47904-hololive-alternative,pv,7.9,released,2,0,2021-05-21,2022-06-11
1804,Koko wa Green Wood,Это Гринвуд,/animes/1804-koko-wa-green-wood,ova,6.77,released,6,0,1991-11-22,1993-03-26
25431,Chain Chronicle: Short Animation,Цепные хроники OVA,/animes/25431-chain-chronicle-short-animation,ova,5.92,released,8,0,2014-09-06,2014-12-18
614,Okusama wa Mahou Shoujo,Замужняя девушка-волшебница,/animes/614-okusama-wa-mahou-shoujo,tv,6.31,released,13,0,2005-07-04,2005-09-26
18053,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,"Любовь, выборы и шоколад: Что-то не так с Хазуки",/animes/18053-koi-to-senkyo-to-chocolate-ikenai-hazuki-sensei,special,6.7,released,1,1,2012-09-26,
36077,Macross Δ Movie: Gekijou no Walküre,Макросс Дельта: Страсть валькирий,/animes/36077-macross-movie-gekijou-no-walk-re,movie,6.75,released,1,1,2018-02-09,
6709,Ai Yori Aoshi: Yumegatari,"Темнее, чем индиго: Разговор о мечте",/animes/6709-ai-yori-aoshi-yumegatari,special,6.73,released,1,0,2002-04-01,
41223,Shi Yi Chang An: Mingyue Jishi You,Любовь под гипнозом,/animes/41223-shi-yi-chang-an-mingyue-jishi-you,ona,6.91,released,12,12,2020-10-28,2021-01-06
56842,Kagejitsu! Second,Восхождение в тени: Мини-аниме! 2,/animes/56842-kagejitsu-second,ona,7.11,released,12,12,2023-10-04,2023-12-20
1675,Chou Robot Seimeitai Transformers Micron Densetsu,Трансформеры: Армада,/animes/1675-chou-robot-seimeitai-transformers-micron-densetsu,tv,6.83,released,52,0,2003-01-10,2003-12-26
9645,Be-Bop Highschool,Высшая школа Би-Боп,/animes/9645-be-bop-highschool,ova,7.5,released,7,0,1990-01-26,1998-10-01
32802,Cardfight!! Vanguard G: Stride Gate-hen,Карточные бои Авангарда G: Врата Страйда,/animes/32802-cardfight-vanguard-g-stride-gate-hen,tv,6.73,released,24,2,2016-04-17,2016-09-25
3125,Tokimeki Tonight,Страшилки на ночь,/animes/3125-tokimeki-tonight,tv,7.17,released,34,0,1982-10-07,1983-09-22
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,Эврика 7 AO: Цветы Юнгфрау,/animes/14875-eureka-seven-ao-jungfrau-no-hanabana-tachi,ova,6.25,released,1,0,2012-09-20,
5505,Viper's Creed,Змеиное кредо,/animes/5505-viper-s-creed,tv,6.67,released,12,0,2009-01-06,2009-03-24
23285,Paulette no Isu,Стульчик Полетт,/animes/23285-paulette-no-isu,ona,6.97,released,1,0,2014-03-21,
27503,Karen Senki,Хроники Карен,/animes/27503-karen-senki,ona,5.72,released,11,11,2014-09-27,2014-12-06
13163,Furusato Saisei: Nippon no Mukashibanashi,Японские народные сказки,/animes/y13163-furusato-saisei-nippon-no-mukashibanashi,tv,6.92,released,258,89,2012-04-01,2017-03-26
1797,Animation Seisaku Shinkou Kuromi-chan,Куроми работает над аниме,/animes/1797-animation-seisaku-shinkou-kuromi-chan,ova,6.89,released,1,0,2001-03-30,
11019,Pokemon 3D Adventure: Mew wo Sagase!,Покемон 3D: Няйти Мяута,/animes/11019-pokemon-3d-adventure-mew-wo-sagase,movie,6.98,released,1,0,2005-03-18,
817,Tactical Roar,Тактика урагана,/animes/817-tactical-roar,tv,6.37,released,13,0,2006-01-08,2006-04-02
1371,Hi no Tori,Жар-птица,/animes/1371-hi-no-tori,tv,7.05,released,13,0,2004-03-21,2004-06-27
40761,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,Судьба/Великий приказ: Вавилония — Рекапы,/animes/40761-fate-grand-order-zettai-majuu-sensen-babylonia-recaps,tv_special,6.88,released,3,0,2019-12-21,2020-02-01
446,Weiß Kreuz Glühen,Белый крест II,/animes/446-weiss-kreuz-gl-hen,tv,6.51,released,13,0,2002-11-28,2003-03-20
598,Jinzou Ningen Kikaider The Animation,Искусственный гуманоид Кикайдер,/animes/598-jinzou-ningen-kikaider-the-animation,tv,6.98,released,13,0,2000-10-16,2001-01-08
8231,Princess Lover!: Magical Knight Maria-chan,Любимчик принцесс: Волшебный рыцарь Мария-чан,/animes/8231-princess-lover-magical-knight-maria-chan,special,5.68,released,6,0,2009-10-23,2010-03-25
518,Mahou no Princess Minky Momo,Принцесса-волшебница Минки Момо,/animes/518-mahou-no-princess-minky-momo,tv,6.91,released,63,0,1982-03-18,1983-05-26
9782,Norageki!,Норагэки!,/animes/y9782-norageki,ova,6.08,released,1,0,2011-01-22,
17717,Kidou Senshi Gundam: Dai 08 MS Shoutai - Sanjigen to no Tatakai,Мобильный воин Гандам: Восьмой взвод МС — Битва с третьим измерением,/animes/17717-kidou-senshi-gundam-dai-08-ms-shoutai-sanjigen-to-no-tatakai,special,7.08,released,1,0,2013-02-22,
2109,Rockman.EXE Stream,Воин Мегамен: Поток,/animes/2109-rockman-exe-stream,tv,7.05,released,51,0,2004-10-02,2005-09-24
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,Кулак Северной звезды: Рао,/animes/2174-hokuto-no-ken-raoh-gaiden-gekitou-hen,movie,7.55,released,1,0,2007-04-28,
1106,Eikyuu Kazoku,Вечная семейка,/animes/1106-eikyuu-kazoku,movie,5.85,released,1,0,1997-04-01,
48735,Chibi Revenger,Тиби-мститель,/animes/48735-chibi-revenger,ona,7.12,released,24,8,2021-04-12,2021-09-20
1692,_Summer,_Лето,/animes/1692-summer,ova,5.55,released,2,0,2006-10-27,2007-01-26
2286,Little Nemo,Маленький Немо,/animes/2286-little-nemo,movie,7.17,released,1,0,1989-07-15,
1608,Salaryman Kintarou,Служащий Кинтаро,/animes/1608-salaryman-kintarou,tv,7.42,released,20,0,2001-02-18,2001-03-18
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,"Прощай, унылый учитель 2: Спецвыпуск",/animes/8317-sayonara-zetsubou-sensei-jo-zoku-zetsubou-shoujo-senshuu,special,7.38,released,1,0,2008-08-27,
34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,Аи Маи Ми: Хирургические друзья,/animes/34295-choboraunyopomi-gekijou-dai-san-maku-ai-mai-mii-surgical-friends,tv,6.05,released,12,12,2017-01-03,2017-03-21
1156,I: Wish You Were Here,Солдаты будущего,/animes/1156-i-wish-you-were-here,tv_special,5.96,released,4,0,2001-10-04,2001-11-24
2571,Mitsubachi Maya no Bouken,Приключения пчёлки Майи,/animes/2571-mitsubachi-maya-no-bouken,tv,6.58,released,52,0,1975-04-01,1976-04-20
36419,Katsugeki/Touken Ranbu Movie,Танец мечей. Фильм,/animes/36419-katsugeki-touken-ranbu-movie,movie,0.0,anons,1,0,,
48411,Aria the Benedizione,Ария: Благословение,/animes/48411-aria-the-benedizione,movie,7.95,released,1,0,2021-12-03,
6234,True Tears: Mini Chara 4-koma Gekijou,Настоящие слёзы: Спецвыпуски,/animes/6234-true-tears-mini-chara-4-koma-gekijou,special,6.28,released,7,0,2008-03-25,2008-09-26
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,Какао цвета дождя 2,/animes/31139-ame-iro-cocoa-rainy-color-e-youkoso,tv,4.78,released,12,12,2015-10-04,2015-12-20
5298,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,Югио! 5D's: Эволюционная дуэль! Звёздная Пыль против Красного Демона,/animes/5298-yu-gi-oh-5d-s-shinkasuru-kettou-stardust-vs-red-demon-s,special,6.93,released,1,0,2008-09-21,2008-11-23
1084,I''s,Айдзу,/animes/1084-i-s,ova,5.88,released,2,0,2002-12-09,2003-03-19
38789,One Room: Second Season Special,Из одной комнаты 2: Спецвыпуск,/animes/38789-one-room-second-season-special,special,5.64,released,1,1,2018-11-30,
4639,Gosenzo-sama Banbanzai!,"Долгих лет жизни, предки!",/animes/4639-gosenzo-sama-banbanzai,ova,7.31,released,6,0,1989-08-05,1990-01-25
693,Burn Up Scramble,Разгон! Спецотряд,/animes/693-burn-up-scramble,tv,6.12,released,12,0,2004-01-12,2004-03-29
4469,.hack//G.U. Trilogy: Parody Mode,.хак//Трилогия: Режим пародии,/animes/4469-hack-g-u-trilogy-parody-mode,special,6.34,released,1,0,2008-03-25,
35720,ACCA: 13-ku Kansatsu-ka Specials,АККА: Инспекция по 13 округам — Спецвыпуски,/animes/35720-acca-13-ku-kansatsu-ka-specials,special,6.81,released,6,0,2017-04-21,2017-08-29
38436,Doupo Cangqiong 3rd Season,Расколотая битвой синева небес 3,/animes/38436-doupo-cangqiong-3rd-season,ona,7.88,released,12,12,2019-07-21,2019-09-29
38716,Kidou Senshi Gundam: Senkou no Hathaway - Circe no Majo,Мобильный воин Гандам: Вспышка Хэтэуэй — Колдунья Кирка,/animes/38716-kidou-senshi-gundam-senkou-no-hathaway-circe-no-majo,movie,0.0,anons,1,0,2026-01-30,
54656,Buddy Daddies Intermission: Cherry-Pick,Папаши-дружбаны: Рекап,/animes/54656-buddy-daddies-intermission-cherry-pick,tv_special,6.77,released,1,0,2023-03-04,
6368,Legend of Regios,Легенда о Региосе,/animes/6368-legend-of-regios,special,6.39,released,3,0,2009-03-27,2009-05-29
22847,Kara no Kyoukai Movie: Mirai Fukuin - Manner Movie,Граница пустоты: Благословение будущего — Урок хороших манер,/animes/22847-kara-no-kyoukai-movie-mirai-fukuin-manner-movie,movie,6.12,released,1,0,2013-09-28,
5080,Quiz Magic Academy: The Original Animation,Загадки Магической академии,/animes/5080-quiz-magic-academy-the-original-animation,ova,6.03,released,1,0,2008-09-12,
5332,Toshokan Sensou: Koi no Shougai,Библиотечная война: Спецвыпуск,/animes/5332-toshokan-sensou-koi-no-shougai,special,7.32,released,1,0,2008-10-01,
49847,Meng Qi Shi Shen: Zaijie Liangyuan,Очаровательная богиня еды 2,/animes/49847-meng-qi-shi-shen-zaijie-liangyuan,ona,7.44,released,12,12,2021-10-09,2021-12-18
1679,Green Green Character DVD,Жаркое лето: Спецвыпуски,/animes/1679-green-green-character-dvd,ova,6.16,released,3,0,2003-11-19,2004-01-21
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,Покемон: Таинственное подземелье — Финальное приключение сквозь время и темноту,/animes/6275-pokemon-fushigi-no-dungeon-sora-no-tankentai-toki-to-yami-wo-meguru-saigo-no-bouken,tv_special,6.66,released,1,0,2009-04-12,
53762,#Compass 2.0: Sentou Setsuri Kaiseki System,#Компас 2.0: Система анализа боевого промысла,/animes/53762-compass-2-0-sentou-setsuri-kaiseki-system,tv,5.83,released,12,12,2025-04-08,2025-06-24
36536,Starmyu 3rd Season,Музыкальная школа звёзд 3,/animes/36536-starmyu-3rd-season,tv,6.94,released,12,12,2019-07-01,2019-09-16
2335,Kenyuu Densetsu Yaiba,"Яйба, самурай-легенда",/animes/2335-kenyuu-densetsu-yaiba,tv,7.11,released,52,0,1993-04-09,1994-04-01
57820,Kamitsubaki-shi Kensetsuchuu.,Строящийся город Камицубаки,/animes/57820-kamitsubaki-shi-kensetsuchuu,tv,5.79,released,12,12,2025-07-10,2025-09-25
35335,Musashino!,Мусасино!,/animes/35335-musashino,tv,4.65,released,12,12,2022-07-02,2022-09-17
2037,Hime-chan no Ribbon,Ленточка Химэ,/animes/2037-hime-chan-no-ribbon,tv,7.44,released,61,0,1992-10-02,1993-12-03
1484,Youma,Ёма — посланцы царства тьмы,/animes/1484-youma,ova,6.05,released,2,0,1989-05-01,1989-06-01
2884,Aachi wa Ssipak,Ачи и Сипак,/animes/2884-aachi-wa-ssipak,movie,6.53,released,1,0,2006-06-28,
17849,Sparrow's Hotel,Воробьиный отель,/animes/17849-sparrow-s-hotel,tv,5.42,released,12,12,2013-04-09,2013-06-25
1248,Zone of the Enders: 2167 Idolo,Территория отверженных: Идоло,/animes/1248-zone-of-the-enders-2167-idolo,ova,6.85,released,1,0,2001-02-21,
23985,Futari Ecchi (2014),Хроники молодожёнов (2014),/animes/23985-futari-ecchi-2014,ova,6.1,released,3,0,2014-10-10,
40850,Breakers,Разрушители,/animes/40850-breakers,tv,6.32,released,16,16,2020-01-07,2020-05-26
9241,Super Robot Taisen OG: The Inspector,Войны суперроботов: Инспектор,/animes/9241-super-robot-taisen-og-the-inspector,tv,7.21,released,26,25,2010-10-02,2011-04-02
2965,Suteki Tantei Labyrinth,Удивительный детектив Лабиринт,/animes/2965-suteki-tantei-labyrinth,tv,6.64,released,25,0,2007-10-03,2008-03-26
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Крестовый поход Хроно: Уроки Азмарии,/animes/4450-chrno-crusade-az-demo-wakaru-chrno-crusade-kouza,special,6.48,released,11,0,2004-05-28,2005-03-25
1550,Attack No.1,Лучшая подача,/animes/1550-attack-no-1,tv,6.75,released,104,0,1969-12-07,1971-11-28
2281,Jikuu Tantei Genshi-kun,"Флинт — детектив, путешествующий во времени",/animes/2281-jikuu-tantei-genshi-kun,tv,6.33,released,39,0,1998-10-01,1999-06-24
7305,Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,Детектив Конан 10: Реквием детективов — Промо спецвыпуск,/animes/7305-meitantei-conan-movie-10-tantei-tachi-no-requiem-recap,tv_special,7.64,released,1,0,2006-01-01,
706,Comic Party Revolution,Фестиваль додзинси: Революция,/animes/706-comic-party-revolution,tv,6.44,released,13,0,2005-04-04,2005-06-28
386,H2,Х2,/animes/386-h2,tv,7.23,released,41,21,1995-06-01,1996-03-21
1226,Seihou Tenshi Angel Links,Защитники космоса: Анджел Линкс,/animes/1226-seihou-tenshi-angel-links,tv,5.93,released,13,0,1999-04-07,1999-06-30
49701,Doupo Cangqiong: San Nian Zhi Yue,Расколотая битвой синева небес: Трёхлетнее соглашение,/animes/49701-doupo-cangqiong-san-nian-zhi-yue,ona,8.55,released,13,12,2021-10-31,2022-01-16
1130,Windaria,Виндария,/animes/1130-windaria,movie,6.44,released,1,0,1986-07-19,
2013,Taiho Shichau zo The Movie,Вы арестованы! Фильм,/animes/2013-taiho-shichau-zo-the-movie,movie,7.37,released,1,0,1999-04-29,
1800,Battle Fighters Garou Densetsu 2,Фатальная ярость 2,/animes/1800-battle-fighters-garou-densetsu-2,tv_special,6.68,released,1,0,1993-07-31,
22661,One Piece: Cry Heart,Ван-Пис: Крик сердца,/animes/22661-one-piece-cry-heart,special,6.48,released,3,0,2014-01-19,2015-04-22
21201,Teekyuu 2 Specials,Теннис 2: Спецвыпуски,/animes/21201-teekyuu-2-specials,special,6.48,released,2,0,2013-10-25,
1186,Battle Athletess Daiundoukai (TV),Боевые атлеты: Победа,/animes/1186-battle-athletess-daiundoukai-tv,tv,6.84,released,26,23,1997-10-03,1998-03-27
13855,Queen's Blade: Rebellion Specials,Клинок королевы: Восстание — Спецвыпуски,/animes/13855-queen-s-blade-rebellion-specials,special,6.05,released,6,0,2012-06-27,2012-11-28
59612,Monogatari Series: Off & Monster Season - Zankoku Douwa: Utsukushi-hime,Цикл историй: Межсезонье — Жестокая сказка. Прекрасная принцесса,/animes/59612-monogatari-series-off-monster-season-zankoku-douwa-utsukushi-hime,ona,7.72,released,1,0,2024-08-17,
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,Неземная принцесса Валькирия 2,/animes/1128-ufo-princess-valkyrie-2-juunigatsu-no-yasoukyoku,tv,6.9,released,12,0,2003-10-04,2003-12-20
39935,Ultraman Season 2,Ультрамен 2,/animes/39935-ultraman-season-2,ona,6.65,released,6,0,2022-04-14,
1022,Generator Gawl,Генератор Гаул,/animes/1022-generator-gawl,tv,6.84,released,12,0,1998-10-07,1998-12-23
3727,Doraemon Movie 01: Nobita no Kyouryuu,Дораэмон: Динозавр Нобиты,/animes/3727-doraemon-movie-01-nobita-no-kyouryuu,movie,7.19,released,1,0,1980-03-15,
63078,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita. 2nd Season,Слабейшая укротительница в путешествии по сбору питомцев 2,/animes/63078-saijaku-tamer-wa-gomi-hiroi-no-tabi-wo-hajimemashita-2nd-season,tv,0.0,anons,0,0,,
3060,Dallos,Даллас,/animes/3060-dallos,ova,5.98,released,4,0,1983-12-21,1984-07-05
653,Galaxy Angel 3,Галактический ангел 3,/animes/653-galaxy-angel-3,tv,7.27,released,26,0,2002-10-06,2003-03-31
5305,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",Несравненная принцесса любви OVA,/animes/5305-koihime-musou-gunyuu-seitoukaichou-no-za-wo-neratte-aiarasou-no-koto-ato-porori-mo-aru-yo,ova,6.59,released,1,0,2009-04-01,
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,Код Гиас: Отступник Акито 4 — Храня ненависть. Спецвыпуск,/animes/32240-code-geass-boukoku-no-akito-4-nikushimi-no-kioku-kara-picture-drama,special,6.57,released,1,0,2015-10-28,
4910,Pokemon: Pikachu no Wanpaku Island,Покемон: Приключение Пикачу на острове,/animes/4910-pokemon-pikachu-no-wanpaku-island,special,6.39,released,1,1,2006-08-01,
1312,Chikyuu Bouei Kigyou Dai-Guard,Дай Гард — компания по спасению Земли,/animes/1312-chikyuu-bouei-kigyou-dai-guard,tv,7.1,released,26,0,1999-10-05,2000-03-28
40613,Altered Carbon: Resleeved,Видоизменённый углерод,/animes/40613-altered-carbon-resleeved,ona,6.45,released,1,1,2020-03-19,
54740,Make a Girl,Создай девушку,/animes/54740-make-a-girl,movie,6.24,released,1,0,2025-01-31,
19575,Kobayashi ga Kawai sugite Tsurai!!,"Кобаяси настолько милые, что аж больно!",/animes/19575-kobayashi-ga-kawai-sugite-tsurai,ova,6.15,released,2,0,2013-07-26,2014-03-26
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Прощай, Галактический экспресс 999: Терминал Андромеды",/animes/1302-sayonara-ginga-tetsudou-999-andromeda-shuuchakueki,movie,7.24,released,1,0,1981-01-08,
28841,"Wake Up, Girls! Seishun no Kage","Проснитесь, девушки! Тень молодёжи",/animes/28841-wake-up-girls-seishun-no-kage,movie,7.13,released,1,0,2015-09-25,
1168,Musekinin Kanchou Tylor OVA,Безответственный капитан Тайлор OVA,/animes/1168-musekinin-kanchou-tylor-ova,ova,7.17,released,10,0,1994-10-01,1996-08-01
3670,Kikou Souseiki Mospeada,Моспида — оружие выживания,/animes/3670-kikou-souseiki-mospeada,tv,7.03,released,25,0,1983-10-02,1984-03-25
59005,Leviathan,Левиафан,/animes/59005-leviathan,ona,6.83,released,12,0,2025-07-10,
3745,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,Син-тян: Тайное сокровище королевства Бури-Бури,/animes/3745-crayon-shin-chan-movie-02-buriburi-oukoku-no-hihou,movie,7.14,released,1,0,1994-04-23,
31883,Bakuon!! OVA,Рёв байков! OVA,/animes/31883-bakuon-ova,ova,6.44,released,2,0,2016-03-18,2016-12-20
44221,Xie Wang Zhui Qi 2: Yishi Qingcheng,Охота демонического короля на свою жену 2,/animes/44221-xie-wang-zhui-qi-2-yishi-qingcheng,ona,7.35,released,12,11,2020-12-04,2021-02-19
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Макросс 7: Галактика зовёт меня!,/animes/1400-macross-7-movie-ginga-ga-ore-wo-yondeiru,movie,6.87,released,1,0,1995-09-30,
1391,Future GPX Cyber Formula,Кибер-Формула ГПИкс нового времени,/animes/1391-future-gpx-cyber-formula,tv,7.36,released,37,0,1991-03-15,1991-12-20
10916,Pokemon: Pikachu no Fuyuyasumi (2000),Покемон: Пикачу зимой (2000),/animes/10916-pokemon-pikachu-no-fuyuyasumi-2000,ova,6.43,released,2,1,1999-12-22,
34812,ViVid Strike! Specials,Вивид Страйк! Спецвыпуски,/animes/34812-vivid-strike-specials,special,6.65,released,3,0,2017-01-25,2017-03-29
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,Отчёт о буйстве духов OVA,/animes/12455-yuu-yuu-hakusho-mu-mu-hakusho-nightmare-hakusho,ova,6.48,released,4,0,1993-01-01,1996-01-01
1343,Violence Jack: Hell's Wind-hen,Жестокий Джек: Адский ветер,/animes/1343-violence-jack-hell-s-wind-hen,ova,5.52,released,1,0,1990-11-09,
9220,Seikimatsu Occult Gakuin Specials,Оккультная академия: Спецвыпуски,/animes/9220-seikimatsu-occult-gakuin-specials,special,6.5,released,4,0,2010-10-27,2011-01-26
21075,Hetalia: The Beautiful World Extra Disc,Хеталия: Прекрасный мир — Экстра,/animes/21075-hetalia-the-beautiful-world-extra-disc,ova,7.27,released,1,0,2014-02-26,
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,"Будда Осаму Тэдзуки: Пустыня красная, как ты прекрасна!",/animes/7014-tezuka-osamu-no-buddha-akai-sabaku-yo-utsukushiku,movie,6.95,released,1,0,2011-05-28,
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,Белоснежная симфония: Цвет влюблённых — Спецвыпуск,/animes/13757-mashiro-iro-symphony-the-color-of-lovers-picture-drama,special,6.41,released,2,0,2012-02-22,2012-05-23
8022,Tegamibachi Gakuen,Академия почтовых пчёл,/animes/8022-tegamibachi-gakuen,special,7.2,released,25,0,2010-01-27,2010-07-23
41105,Chihayafuru 3: Ima Hitotabi no,Яркая Тихая 3: Рекап,/animes/41105-chihayafuru-3-ima-hitotabi-no,tv_special,6.81,released,1,0,2020-01-29,
13159,Kuromajo-san ga Tooru!!,А вот и чёрная колдунья!,/animes/13159-kuromajo-san-ga-tooru,tv,6.54,released,60,32,2012-04-04,2014-02-19
10917,Pokemon: Pikachu no Fuyuyasumi (2001),Покемон: Пикачу зимой (2001),/animes/10917-pokemon-pikachu-no-fuyuyasumi-2001,ova,6.41,released,3,3,2000-12-22,
37988,Uchuu Senkan Tiramisù II,Космический линкор Тирамису 2,/animes/37988-uchuu-senkan-tiramis-ii,tv,6.52,released,13,13,2018-10-02,2018-12-25
3889,Junk Boy,Повеса,/animes/3889-junk-boy,ova,5.85,released,1,0,1987-12-16,
6154,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,Рыцари Зодиака: Глава Аида — Спецвыпуски,/animes/6154-saint-seiya-meiou-hades-juuni-kyuu-hen-yomigaerishi-gold-saint-tachi-no-shinwa,special,7.67,released,2,0,2003-01-01,
37272,Kujira no Kora wa Sajou ni Manabu!,В песках учащиеся китята!,/animes/37272-kujira-no-kora-wa-sajou-ni-manabu,special,6.63,released,2,2,2018-01-26,2018-03-23
32191,Okitegami Kyouko no Bibouroku x Monogatari,Записки Кёко Окитэгами х Истории,/animes/32191-okitegami-kyouko-no-bibouroku-x-monogatari,pv,5.79,released,1,0,2014-10-15,
685,To Heart: Remember My Memories,Для сердца: Воспоминания,/animes/685-to-heart-remember-my-memories,tv,6.36,released,13,0,2004-10-02,2004-12-25
2619,Spider Riders: Oracle no Yuusha-tachi,Наездники на пауках: Герои Оракула,/animes/2619-spider-riders-oracle-no-yuusha-tachi,tv,6.57,released,26,0,2006-04-05,2006-09-27
30829,30-pun de Wakaru! Kore made no Love Live!,Живая любовь! Проект «Школьный идол» 2: Рекап,/animes/30829-30-pun-de-wakaru-kore-made-no-love-live,ona,7.09,released,2,0,2015-04-24,2015-05-22
54758,The iDOLM@STER Shiny Colors,Идолмастер: Блестящие цвета,/animes/54758-the-idolm-ster-shiny-colors,tv,6.09,released,12,12,2024-04-06,2024-06-22
2577,Tom Sawyer no Bouken,Приключения Тома Сойера,/animes/2577-tom-sawyer-no-bouken,tv,7.34,released,49,15,1980-01-06,1980-12-28
6654,Namakura Gatana,Тупой меч,/animes/6654-namakura-gatana,movie,5.48,released,1,0,1917-06-30,
25719,"Futsuu no Joshikousei ga ""Locodol"" Yattemita.: Nagarekawa, Annai Shitemita.",Местные идолы: Спецвыпуск,/animes/25719-futsuu-no-joshikousei-ga-locodol-yattemita-nagarekawa-annai-shitemita,special,6.88,released,1,0,2014-09-24,
2261,Malice@Doll,Кукла Мэлис,/animes/2261-malice-doll,ova,6.37,released,3,0,2001-04-27,2001-06-22
54772,"Ququ Bucai, Zaixia Yeguai","Я не посредственность, я просто дикий монстр",/animes/54772-ququ-bucai-zaixia-yeguai,ona,6.84,released,12,12,2023-04-16,2023-06-25
13185,Juusen Battle Monsuno,Монсуно,/animes/13185-juusen-battle-monsuno,tv,6.48,released,52,0,2012-10-03,2013-09-25
39972,Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki/Sakura no Mori no Mankai no Shita,Оккультные служащие полуночи: Одинокий вампир,/animes/39972-mayonaka-no-occult-koumuin-hitoribocchi-no-kyuuketsuki-sakura-no-mori-no-mankai-no-shita,ova,7.14,released,2,0,2019-09-25,
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,Тэнти — лишний! Миссия Михоси,/animes/2725-tenchi-muyou-galaxy-police-mihoshi-space-adventure,ova,6.74,released,1,0,1994-03-25,
2722,Crusher Joe,Крушила Джо,/animes/2722-crusher-joe,movie,6.89,released,1,0,1983-03-12,
31927,Phantom of the Kill: Zero kara no Hangyaku,Фантом убийства,/animes/31927-phantom-of-the-kill-zero-kara-no-hangyaku,movie,6.11,released,1,0,2016-04-07,
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Покемон 4D: Морское приключение Пикачу,/animes/11009-pokemon-3d-adventure-2-pikachu-no-kaitei-daibouken,movie,6.86,released,1,0,2006-05-20,
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Код Гиас: Восставший Лелуш — В преддверии начала,/animes/33155-code-geass-hangyaku-no-lelouch-picture-drama-hajimari-no-zenya,special,6.15,released,1,1,2013-09-25,
1504,Macross Flash Back 2012,Макросс: Воспоминания о 2012-м годе,/animes/1504-macross-flash-back-2012,ova,6.84,released,1,0,1987-06-21,
10098,Kobato.: Hajimete no Kobato.,Кобато: Спецвыпуски,/animes/10098-kobato-hajimete-no-kobato,special,6.82,released,8,0,2010-01-29,2012-03-30
55878,Hataraku Maou-sama!! Recap,Повелитель тьмы на подработке!! Рекап,/animes/55878-hataraku-maou-sama-recap,special,6.1,released,1,0,2023-07-06,
62164,Akane-banashi,Сказание об Аканэ,/animes/62164-akane-banashi,tv,0.0,anons,0,0,2026-04-01,
