id,name,russian,url,kind,score,status,episodes,episodes_aired,aired_on,released_on
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,"В джунглях всё было хорошо, пока не пришла Гуу: Пилотный эпизод",/animes/17785-jungle-wa-itsumo-hare-nochi-guu-eizou-tokuten-maboroshi-no-pilot-film,special,6.26,released,1,0,2002-12-21,
9993,Samuraider: Nazo no Tenkousei,Самурай-всадник,/animes/9993-samuraider-nazo-no-tenkousei,ova,5.37,released,1,0,1991-02-22,
36745,1/100 Rice Planting,1/100 посадка риса,/animes/36745-1-100-rice-planting,ona,4.89,released,1,1,2016-06-26,
51863,Shishang Zui Qiang Nan Zhujiao,Сильнейший главный герой в истории,/animes/51863-shishang-zui-qiang-nan-zhujiao,ona,6.19,released,48,48,2022-06-05,2022-10-23
8153,Gegege no Kitarou: Youkai Daisensou,Щелкунчик Китаро: Война ёкаев,/animes/z8153-gegege-no-kitarou-youkai-daisensou,movie,6.06,released,1,1,1986-03-15,
59434,Shen Mu 2nd Season,Гробница богов 2,/animes/59434-shen-mu-2nd-season,ona,7.16,released,27,26,2024-08-10,2025-02-01
12789,Yasashii Lion,Добрый львёнок,/animes/12789-yasashii-lion,movie,5.47,released,1,0,1970-03-21,
39514,Giniro no Kami no Agito Pilot,Исток: Пилотный выпуск,/animes/39514-giniro-no-kami-no-agito-pilot,special,5.97,released,1,0,2006-06-23,
10210,Bug tte Honey,Пчёлка Хани,/animes/10210-bug-tte-honey,tv,6.34,released,51,0,1986-10-03,1987-09-25
10718,Soliton no Akuma,Волна ярости,/animes/10718-soliton-no-akuma,movie,5.91,released,1,0,1997-01-01,
17092,Dallyeola Hani,"Беги, Хани",/animes/17092-dallyeola-hani,tv,6.6,released,13,0,1988-08-14,1988-11-20
45557,Chang Jian Feng Yun,Длинный меч,/animes/45557-chang-jian-feng-yun,ona,6.33,released,10,10,2021-01-22,2021-03-19
41529,Duel Masters King,Мастера дуэлей: Король,/animes/41529-duel-masters-king,tv,5.73,released,47,46,2020-04-05,2021-03-28
8774,3-tsu no Hanashi,Три рассказа,/animes/8774-3-tsu-no-hanashi,tv_special,4.69,released,1,1,1960-01-15,
55517,The iDOLM@STER Cinderella Girls: U149 Recap,Идолмастер: Девушки-золушки — U149. Рекап,/animes/55517-the-idolm-ster-cinderella-girls-u149-recap,tv_special,6.34,released,1,0,2023-05-25,
33266,Nanocore,Наноядро,/animes/33266-nanocore,ona,5.96,released,10,0,2014-02-14,2015-07-31
8956,Denkou Chou Tokkyuu Hikarian,Молниеносный Супер Хикариан,/animes/8956-denkou-chou-tokkyuu-hikarian,tv,6.29,released,52,0,2002-04-07,2003-03-30
42209,Xi Xing Ji: Zaijian Wu Kong,"Путешествие на Запад: Прощай, Укун",/animes/42209-xi-xing-ji-zaijian-wu-kong,ona,6.91,released,1,0,2020-05-04,
32989,King of Prism by Pretty Rhythm Short Anime,Прекрасный ритм: Король Призмы — Спецвыпуск,/animes/32989-king-of-prism-by-pretty-rhythm-short-anime,special,6.3,released,1,0,2016-06-17,
30916,The Five Killers,Пять убийц,/animes/30916-the-five-killers,ona,5.95,released,1,0,2007-01-01,
11857,Judo Sanka,Гимн Дзюдо,/animes/11857-judo-sanka,tv,6.2,released,27,0,1974-04-01,1974-09-30
19135,Kuroi Ame ni Utarete,Жертвы чёрного дождя,/animes/19135-kuroi-ame-ni-utarete,movie,5.71,released,1,0,1984-08-12,
3823,Little Lulu to Chicchai Nakama,Маленькая Лулу и её друзья,/animes/3823-little-lulu-to-chicchai-nakama,tv,6.48,released,26,0,1976-10-03,1977-04-03
18063,Tiger Mask Fuku Men League Sen,Тигровая маска: Битва бойцов в маске,/animes/18063-tiger-mask-fuku-men-league-sen,movie,6.14,released,1,0,1970-07-19,
9403,Shin Mashin Eiyuuden Wataru Majinzan,Маленькие спасатели OVA,/animes/9403-shin-mashin-eiyuuden-wataru-majinzan,ova,6.13,released,2,0,1989-08-05,1989-09-05
53327,Nanjyamo no Aibou wa Nanimono nanja!? (Donna Monja TV),Кто же напарник Нанджамо?!,/animes/53327-nanjyamo-no-aibou-wa-nanimono-nanja-donna-monja-tv,ona,5.85,released,2,0,2022-10-12,2022-10-14
5809,Kupu~!! Mamegoma!,"Мамэгома, маленький тюлень",/animes/5809-kupu-mamegoma,tv,0.0,released,51,0,2009-01-10,2009-12-26
8372,Makoto-chan,Макото,/animes/8372-makoto-chan,movie,5.3,released,1,1,1980-07-26,
53367,Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,Страна чудес 2,/animes/53367-shen-lan-qi-yu-wushuang-zhu-tianmo-pian,ona,7.58,released,15,14,2023-01-14,2023-04-15
55694,Gaishi Dizun,Несравненный император,/animes/55694-gaishi-dizun,ona,6.73,released,52,52,2023-07-30,2024-01-21
50136,Sharedol,Шаредол,/animes/50136-sharedol,ona,6.44,released,1,0,2021-10-25,
52010,30-pun de Wakaru! Love Live! Superstar!!,Живая любовь! Суперзвезда!! Рекап,/animes/52010-30-pun-de-wakaru-love-live-superstar,ona,6.31,released,1,0,2022-05-14,
11767,Justeen,Джастин,/animes/11767-justeen,ova,5.71,released,1,0,2011-12-29,
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,Хатаносукэ и закат банды Инадзумы,/animes/6830-hinomaru-hatanosuke-inazuma-gumi-tobatsu-no-maki,movie,4.61,released,1,0,1935-01-01,
9318,Samero,Просыпайся,/animes/9318-samero,movie,4.34,released,1,0,1992-01-01,
8710,SOS TV Walpurgis Night Fever Episode 0,Вальпургиевая ночная лихорадка: Эпизод 0,/animes/8710-sos-tv-walpurgis-night-fever-episode-0,special,5.22,released,1,0,2010-04-13,
17403,Kaitou Lupin: 813 no Nazo,Вор Люпен: Загадка 813,/animes/17403-kaitou-lupin-813-no-nazo,tv_special,6.28,released,1,0,1979-05-05,
5492,Platonic Chain: Web,Платонические цепи: Спецвыпуск,/animes/5492-platonic-chain-web,special,5.56,released,1,0,2003-09-14,
9165,Attack No.1: Namida no Kaiten Receive,Лучшая подача: Революция,/animes/9165-attack-no-1-namida-no-kaiten-receive,movie,6.09,released,1,0,1970-08-01,
54631,Dan Dao Zongshi,Великий мастер алхимии,/animes/54631-dan-dao-zongshi,ona,6.45,released,40,39,2023-02-27,2023-07-03
62649,Cardfight!! Vanguard: Divinez Genma Seisen-hen,Карточные бои Авангарда: Святая Зет — Сражение за фантомную звезду истины,/animes/62649-cardfight-vanguard-divinez-genma-seisen-hen,tv,0.0,ongoing,0,3,2026-01-10,
54637,Bakugan: Legends,Бакуган: Легенды,/animes/54637-bakugan-legends,ona,5.72,released,13,2,2023-03-01,
30571,Chouon Senshi Borgman: Madnight☆Gigs!,Акустический воин Боргмен: Сумасшедший полуночный концерт!,/animes/30571-chouon-senshi-borgman-madnight-gigs,ova,5.84,released,1,1,1989-02-08,
15533,Yakimochi Caprice,Каприз якимоти,/animes/15533-yakimochi-caprice,special,4.99,released,2,0,2011-12-17,2012-04-09
57229,Artiswitch: Ruru's Episodes of Memories,Искусство ведьмы: Воспоминания Руру,/animes/57229-artiswitch-ruru-s-episodes-of-memories,ona,6.43,released,2,1,2023-11-20,2024-05-17
53248,Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime,Магазинчик начинающего алхимика: Мини-аниме,/animes/53248-shinmai-renkinjutsushi-no-tenpo-keiei-mini-anime,ona,5.95,released,13,12,2022-09-30,2022-12-23
4907,Daikyouryuu Jidai,Век динозавров,/animes/4907-daikyouryuu-jidai,tv_special,5.6,released,1,0,1979-07-10,
60045,The iDOLM@STER Shiny Colors 2nd Season: SHHis,Идолмастер: Блестящие цвета 2 — SHHis,/animes/60045-the-idolm-ster-shiny-colors-2nd-season-shhis,special,5.95,released,1,0,2025-03-28,
9522,Zero Tester: Chikyuu wo Mamore!,Испытатель Зеро спасает Землю!,/animes/9522-zero-tester-chikyuu-wo-mamore,tv,5.85,released,27,0,1974-07-01,1974-12-30
10262,Gag Manga Biyori: Jump Festa 2002 Special,Театр Косукэ Масуды: Джамп Феста 2002,/animes/10262-gag-manga-biyori-jump-festa-2002-special,special,6.21,released,1,1,2002-01-01,
31467,Grendizer Giga,Грендайзер: Гига PV,/animes/31467-grendizer-giga,pv,5.44,released,1,1,2015-04-12,
46924,Shu Shan Qi Xian Lu,Легенда о Шушане,/animes/46924-shu-shan-qi-xian-lu,ona,5.94,released,10,10,2021-12-08,2022-02-02
61748,Douluo Dalu: Jiandao Chen Xin,Боевой континент: Путь меча Чэнь Синя,/animes/61748-douluo-dalu-jiandao-chen-xin,ona,7.38,released,1,0,2025-07-12,
6448,Yuusei Shounen Papii,Звёздный принц Паппи,/animes/6448-yuusei-shounen-papii,tv,5.35,released,52,0,1965-06-03,1966-05-27
12337,Soukou Kihei Votoms Recaps,Бронированные воины Вотомы: Рекапы,/animes/12337-soukou-kihei-votoms-recaps,ova,6.06,released,4,0,1986-02-21,1988-02-20
20539,Nameko-ke no Ichizoku,Грибная семейка,/animes/20539-nameko-ke-no-ichizoku,ova,6.23,released,13,0,2013-12-20,2014-07-16
52551,Futsal Boys!!!!! Short Anime,Мини-футбол для мальчиков: Спецвыпуски,/animes/52551-futsal-boys-short-anime,special,5.86,released,5,0,2022-09-28,
18003,Thermae Romae x TOTO Collaboration,Термы Рима x TOTO,/animes/18003-thermae-romae-x-toto-collaboration,cm,5.93,released,1,0,2012-04-26,
34864,"Wake Up, Girl Zoo! Taiwan de Go!","Проснитесь, девушки-зверята! Вперёд, на Тайвань!",/animes/34864-wake-up-girl-zoo-taiwan-de-go,special,5.31,released,1,0,2017-02-04,
2712,Shiratori Reiko de Gozaimasu!,Я — Рэйко Сиратори!,/animes/2712-shiratori-reiko-de-gozaimasu,ova,5.39,released,1,1,1990-04-25,
3630,Miracle Shoujo Limit-chan,Девочка-волшебница Лимит,/animes/3630-miracle-shoujo-limit-chan,tv,5.76,released,25,0,1973-10-01,1974-03-25
55009,Huyao Xiao Hongniang: Wu Mu,Сводники духов: Лисьи свахи — Сумерки не настанут,/animes/55009-huyao-xiao-hongniang-wu-mu,ona,6.71,released,12,12,2023-06-24,2023-09-02
9349,Shizukanaru Don: Yakuza Side Story,Тихий дон: Побочная история о якудза,/animes/9349-shizukanaru-don-yakuza-side-story,ova,5.81,released,1,0,1991-04-12,
61806,Love Live! Hasunosora Jogakuin School Idol Club Movie: Bloom Garden Party,Живая любовь! Клуб идолов старшей школы Хасуносора — Праздник цветущего сада,/animes/61806-love-live-hasunosora-jogakuin-school-idol-club-movie-bloom-garden-party,movie,0.0,anons,1,0,2026-05-08,
35301,Chiruran: Nibun no Ichi Special,Реквием по Синсэнгуми: Спецвыпуск,/animes/35301-chiruran-nibun-no-ichi-special,special,5.43,released,1,0,2017-05-26,
35405,?/Sankaku no Rhythm/Trump no Arasoi,?/Ритмичные треугольники/Боевые карты,/animes/35405-sankaku-no-rhythm-trump-no-arasoi,movie,4.18,released,1,0,1932-01-01,
51147,Idol Bu Show Movie,Танцевальное шоу идолов,/animes/51147-idol-bu-show-movie,movie,5.36,released,1,0,2022-06-24,
6731,Ultraman Kids no Kotowaza Monogatari,Ультрамалыши: Истории-пословицы,/animes/6731-ultraman-kids-no-kotowaza-monogatari,tv,5.93,released,26,0,1986-04-16,1986-11-19
39018,"Right Places: Sono Toki, Boku no Irubeki Basho","Нужное место: Вот, где я должен быть",/animes/39018-right-places-sono-toki-boku-no-irubeki-basho,ona,5.65,released,1,1,2013-10-25,
50385,One Piece Characters Log,Ван-Пис: Записи о персонажах,/animes/50385-one-piece-characters-log,special,6.22,released,9,0,2016-06-20,2016-09-12
7625,Yousei Dick,Волшебник Дик,/animes/7625-yousei-dick,tv,5.54,released,26,0,1992-06-07,1992-12-06
5930,Hayou no Tsurugi: Shikkoku no Mashou,Меч-разрушитель,/animes/5930-hayou-no-tsurugi-shikkoku-no-mashou,ova,5.35,released,2,0,1992-11-27,1992-12-25
54997,Bu Mie Shen Wang,Непобедимый властелин,/animes/54997-bu-mie-shen-wang,ona,6.52,released,19,19,2023-04-20,2023-08-24
7505,Knyacki!,Някки!,/animes/7505-knyacki,tv_special,0.0,released,49,45,1995-04-07,2020-01-21
5917,Tsuru ni Notte: Tomoko no Bouken,На бумажном журавлике: Приключения Томоко,/animes/5917-tsuru-ni-notte-tomoko-no-bouken,movie,6.26,released,1,0,1993-07-17,
58318,Pop Pop City,Город поп-поп,/animes/58318-pop-pop-city,ona,6.87,released,1,0,2024-03-22,
23265,Genroku Koi Moyou: Sankichi to Osayo,Повесть эпохи Гэнроку: Санкити и Осаё,/animes/23265-genroku-koi-moyou-sankichi-to-osayo,movie,4.88,released,1,0,1934-06-23,
3497,Steady x Study,Стабильность и учёба,/animes/3497-steady-x-study,ova,4.93,released,1,0,2004-05-26,
29771,Recorder,Самописец,/animes/29771-recorder,movie,5.03,released,1,0,2006-01-01,
58523,Huan Chong Shi,Укротитель духовных питомцев,/animes/58523-huan-chong-shi,ona,7.36,released,16,15,2024-05-26,2024-09-01
40756,Ugoite Hamidase! Machikado Mazoku,,/animes/40756-ugoite-hamidase-machikado-mazoku,ona,5.49,released,12,0,2019-08-01,2019-10-17
22983,Hipira-kun ONA,Вампирчик Хипира ONA,/animes/22983-hipira-kun-ona,ona,5.74,released,2,2,2010-04-07,
40338,Iro wo Kuu Akuma,Пожиратель цветов,/animes/40338-iro-wo-kuu-akuma,ona,5.39,released,1,0,2015-08-24,
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,История молодой пары: Жизнь Койко,/animes/10045-seishun-fuufu-monogatari-koiko-no-mainichi,ova,5.47,released,2,0,1989-09-22,1990-03-23
6073,21 Emon Uchuu e Irasshai!,21 Эмон,/animes/6073-21-emon-uchuu-e-irasshai,movie,5.69,released,1,0,1981-08-01,
9106,Nogsaegjeoncha Hamos,Хамос: Зелёная колесница,/animes/9106-nogsaegjeoncha-hamos,tv,6.25,released,26,0,1997-12-12,1998-06-12
31107,JR Nishi Nihon: Summer Train!,Летние поезда!,/animes/31107-jr-nishi-nihon-summer-train,cm,5.56,released,1,0,2015-06-24,
32289,Anison Nippon,Меха-кот,/animes/32289-anison-nippon,pv,5.27,released,1,1,2014-02-05,
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,Котикамэ: Финал — Последний день Канкити Рёцу,/animes/33454-kochira-katsushikaku-kameari-kouenmae-hashutsujo-the-final-ryoutsu-kankichi-saigo-no-hi,tv_special,6.47,released,1,0,2016-09-18,
13233,Mugen no Ryvius: Illusion,Бесконечное путешествие корабля Ривиас: Иллюзия,/animes/x13233-mugen-no-ryvius-illusion,ona,5.41,released,6,0,1999-01-01,2000-01-01
28071,Itsumo Kokoro ni Taiyou wo!,Всегда Солнце в моей душе!,/animes/28071-itsumo-kokoro-ni-taiyou-wo,tv,6.08,released,16,0,1999-11-02,1999-11-26
15823,Shin Takarajima,Новый Остров сокровищ,/animes/15823-shin-takarajima,tv_special,5.8,released,1,0,1965-01-03,
32695,Match Shoujo PV,Девушка со спичками PV,/animes/32695-match-shoujo-pv,pv,5.71,released,1,0,2016-02-10,
11729,Space Neko Theater,Кошачий Космо Театр,/animes/11729-space-neko-theater,ona,5.34,released,1,0,2008-12-09,
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,Малышка Маруко: Мальчик из Италии,/animes/31202-chibi-maruko-chan-movie-italia-kara-kita-shounen,movie,6.73,released,1,0,2015-12-23,
28245,Ari-chan,Ари,/animes/28245-ari-chan,movie,5.26,released,1,0,1941-01-01,
60191,Cheng He Titong 2nd Season,Какой скандал! 2,/animes/60191-cheng-he-titong-2nd-season,ona,0.0,ongoing,24,3,2026-01-25,
59499,Asatir 2: Mirai no Mukashi Banashi,Народные сказки из будущего 2,/animes/59499-asatir-2-mirai-no-mukashi-banashi,tv,6.44,released,13,13,2024-11-03,2025-02-02
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,Ультрамен: Легенда о Супервоине,/animes/17621-ultraman-chou-toushi-gekiden-suisei-senjin-tsuifon-toujou,ova,5.91,released,1,1,1996-09-25,
12135,Ra/Radio Noise*Planet,Радио: Шум планеты,/animes/12135-ra-radio-noise-planet,ova,5.75,released,1,0,2010-01-01,
16345,Ninkuu: Knife no Bohyou,Нинку: Спецвыпуск,/animes/16345-ninkuu-knife-no-bohyou,special,5.89,released,1,0,1994-10-01,
10743,Tora-chan no Kankan Mushi,Котёнок Тора и насекомые,/animes/10743-tora-chan-no-kankan-mushi,movie,5.24,released,1,0,1950-01-01,
57239,Takahashi Rumiko Gekijou Ningyo no Mori Specials,Лес русалок: Спецвыпуски,/animes/57239-takahashi-rumiko-gekijou-ningyo-no-mori-specials,special,6.68,released,2,0,2004-05-19,
17733,Dibetagurashi: Ahiru no Seikatsu,Жизнь утки,/animes/17733-dibetagurashi-ahiru-no-seikatsu,tv,5.73,released,39,0,2013-04-07,2014-03-30
11533,Momotarou Densetsu,Легенда о Момотаро,/animes/11533-momotarou-densetsu,tv,6.25,released,51,0,1989-10-02,1990-10-01
43413,Chiyuki no Fashion Check,Проверка моды Тиюки,/animes/43413-chiyuki-no-fashion-check,ona,5.36,released,9,0,2020-03-08,2020-04-05
33130,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,Истинная цель жизни: Монах Рэнньё и пылающий Ёсидзаки,/animes/33130-naze-ikiru-rennyo-shounin-to-yoshizaki-enjou,movie,5.85,released,1,0,2016-05-21,
2739,Highschool Aurabuster: Hikari no Mezame,Рождение света,/animes/2739-highschool-aurabuster-hikari-no-mezame,ova,5.63,released,3,0,1999-02-05,1999-09-22
34779,Ar:pieL - 6-seosgae-ui Unmyeong,Арпиэль: 6 судеб,/animes/34779-ar-piel-6-seosgae-ui-unmyeong,ona,0.0,released,3,0,2014-11-20,2016-07-21
22497,Hello Kitty no Kaguya-hime,"Привет, Китти: Принцесса Кагуя",/animes/22497-hello-kitty-no-kaguya-hime,ova,5.69,released,1,0,1993-09-21,
55693,Zhen Yang Wushen,Дух света,/animes/55693-zhen-yang-wushen,ona,6.69,released,14,13,2023-07-10,2023-10-02
32736,Pepsi Nex x 009 Re:Cyborg,009 Ответ: Киборг и Pepsi Nex,/animes/32736-pepsi-nex-x-009-re-cyborg,cm,5.35,released,3,0,2011-01-01,2013-01-01
36368,Katasumi no Uroko,Весы разума,/animes/36368-katasumi-no-uroko,movie,6.65,released,1,0,2015-01-01,
56064,Kimi ni Aeta!,Покемон: Чемпионат мира 2023,/animes/56064-kimi-ni-aeta,pv,6.7,released,1,0,2023-07-23,
25087,Ie Naki Ko Remy Specials (2001),Бездомная девочка Реми: Спецвыпуски (2001),/animes/25087-ie-naki-ko-remy-specials-2001,tv_special,6.59,released,2,0,2001-07-14,2001-07-15
6077,Akubi Girl,Девочка Акуби,/animes/6077-akubi-girl,tv,5.63,released,26,0,2006-04-02,2006-09-24
9166,Attack No.1: Namida no Sekai Senshuken,Лучшая подача: Чемпионат мира,/animes/9166-attack-no-1-namida-no-sekai-senshuken,movie,6.05,released,1,0,1970-12-19,
2421,Super Kuma-san,Супермедведь,/animes/2421-super-kuma-san,tv_special,6.08,released,1,1,2003-06-01,
35909,Guruguru Petit Anime Gekijou,Волшебный круг Гуру-Гуру: Театр,/animes/35909-guruguru-petit-anime-gekijou,ona,6.09,released,24,24,2017-07-14,2017-12-22
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,Храбрая команда Дагвон,/animes/5396-yuusha-shirei-dagwon-suishou-no-hitomi-no-shounen,ova,6.15,released,2,0,1997-10-22,1997-12-28
16131,Machine Robo: Butchigiri Battle Hackers,Меха-воины: Битва хакеров,/animes/16131-machine-robo-butchigiri-battle-hackers,tv,6.06,released,31,0,1987-06-03,1987-12-30
42319,Mei Chuxi de Yinyangshi Yijia 2,Бестолковая семейка оммёдзи 2,/animes/42319-mei-chuxi-de-yinyangshi-yijia-2,ona,6.33,released,12,12,2020-07-15,2020-09-30
50445,San Ti,Задача трёх тел,/animes/50445-san-ti,ona,6.45,released,15,15,2022-12-10,2023-03-25
57512,Yishi Zhi Zun,Почитаемый во всём мире,/animes/57512-yishi-zhi-zun,ona,6.89,released,16,15,2024-02-18,2024-05-25
6583,Super Bikkuriman,Удивительный человек,/animes/6583-super-bikkuriman,tv,6.21,released,44,0,1992-05-17,1993-04-04
7255,Hanaori,Ломать ветви запрещено,/animes/7255-hanaori,movie,5.38,released,1,0,1968-01-01,
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,Принцесса-волшебница Минки Момо: Спецвыпуски,/animes/30298-mahou-no-princess-minky-momo-yume-wo-dakishimete-specials,special,6.25,released,3,0,1993-04-01,1993-08-01
3776,Go! Go! Itsutsugo Land,Близняшки-пятерняшки,/animes/3776-go-go-itsutsugo-land,tv,6.44,released,50,0,2001-04-14,2002-03-30
41190,"Annyeong, Tyrano: Yeong-wonhi, Hamkke",Мой тираннозавр: Вместе навсегда,/animes/41190-annyeong-tyrano-yeong-wonhi-hamkke,movie,6.42,released,1,0,2019-08-14,
55014,Yishi Du Zun,Единственный владыка мира,/animes/55014-yishi-du-zun,ona,6.65,released,45,44,2023-04-22,2023-09-13
16510,Shin Shounan Bakusouzoku Arakure Knight,Новые байкеры Сёнан: Грубый рыцарь,/animes/16510-shin-shounan-bakusouzoku-arakure-knight,ova,5.88,released,2,0,1997-09-12,1998-09-11
16255,Meisou-Ou Border,Граница,/animes/16255-meisou-ou-border,ova,5.41,released,1,0,1991-09-01,
989,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,Десять храбрых воинов Санады,/animes/989-shinshaku-sengoku-eiyuu-densetsu-sanada-juu-yuushi,tv_special,5.96,released,1,0,2005-01-29,
51133,Kami nomi zo Shiru Sekai PV,Одному лишь Богу ведомый мир PV,/animes/51133-kami-nomi-zo-shiru-sekai-pv,pv,5.81,released,1,0,2010-08-12,
43565,Fire Emblem Heroes Book III Movie: Cohort of the Dead,Герои Эмблемы огня. Книга III: Когорта мёртвых,/animes/43565-fire-emblem-heroes-book-iii-movie-cohort-of-the-dead,special,6.24,released,1,0,2019-07-21,
41880,Crayon Shin-chan Specials,Син-тян: Спецвыпуски,/animes/41880-crayon-shin-chan-specials,special,6.81,ongoing,0,4,1992-12-28,
39780,Popee the Performer: Countdown Special,Клоун Попи: Обратный отсчёт,/animes/39780-popee-the-performer-countdown-special,special,6.18,released,1,0,2002-12-31,
10113,Yokohama Meibutsu: Otoko Katayama-gumi!,Прославленные в Йокогаме: Отряд Катаямы!,/animes/10113-yokohama-meibutsu-otoko-katayama-gumi,ova,5.8,released,2,0,1991-08-25,1992-03-25
52005,Dead Dead Demons Dededede Destruction 3DCG Animation,Мёртвые-мёртвые демоны 3DCG,/animes/52005-dead-dead-demons-dededede-destruction-3dcg-animation,cm,6.07,released,2,0,2017-12-22,2020-09-08
30453,Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,Доктор Сламп: Джек в деревне пингвинов,/animes/30453-dr-slump-arale-chan-ayaya-penguin-mura-de-tv-jack,special,5.82,released,1,0,1981-07-25,
7981,Obake no Q-tarou (1985),Привидение Кью-Таро (1985),/animes/7981-obake-no-q-tarou-1985,tv,6.24,released,510,0,1985-04-01,1987-03-29
53476,Jiu Tian Xuan Di Jue 3rd Season,Тайна императора девяти небес 3,/animes/53476-jiu-tian-xuan-di-jue-3rd-season,ona,6.43,released,52,52,2022-10-31,2023-04-28
51155,Cap Kakumei Bottleman DX,Крышечная революция Бутылкомэна DX,/animes/51155-cap-kakumei-bottleman-dx,tv,6.09,released,51,50,2022-04-03,2023-03-26
13551,Shuukan Storyland,Еженедельные истории Земли,/animes/13551-shuukan-storyland,tv,6.45,released,56,0,1999-10-14,2001-09-13
1993,Hanoka Recap,Ханока: Рекап,/animes/1993-hanoka-recap,tv_special,3.87,released,1,0,2006-01-01,
22943,Mugen Senshi Valis,Призрачный воин Валис,/animes/22943-mugen-senshi-valis,cm,5.59,released,1,0,1987-01-01,
41612,Oshougatsuda yo! Pokemon Special!,Покемон: С Новым годом!,/animes/41612-oshougatsuda-yo-pokemon-special,special,5.89,released,1,0,1999-01-01,
49495,Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,История одной кошки: Покупатель кошек — Спецвыпуск,/animes/49495-etotama-nyankyaku-banrai-etotama-pretty-gekijou,special,5.97,released,1,0,2021-07-28,
37888,Tian Yu,Откровение,/animes/37888-tian-yu,ona,5.95,released,13,0,2017-04-26,2017-10-11
40753,Cinderella Girls Gekijou: Climax Season Specials,Девушки-золушки 4: Спецвыпуски,/animes/40753-cinderella-girls-gekijou-climax-season-specials,special,6.01,released,3,0,2019-06-26,2019-08-23
22031,Samurai Gun Special,Самурай Ган: Спецвыпуск,/animes/22031-samurai-gun-special,special,5.69,released,1,0,2005-06-29,
35137,Space Gundam V,Космический Гандам V,/animes/35137-space-gundam-v,movie,5.37,released,1,0,1983-07-21,
59940,Decapolice,Декаполис,/animes/59940-decapolice,tv,0.0,anons,0,0,2026-01-01,
24985,Elite Jack!!,Элитный Джек!,/animes/24985-elite-jack,ova,5.95,released,6,0,2014-08-02,2015-12-28
9525,Junod,Жюно,/animes/9525-junod,movie,6.24,released,1,0,2010-05-11,
35656,Oshiri Tantei,Детектив Ягодички,/animes/35656-oshiri-tantei,tv,5.97,released,10,26,2018-05-03,2018-08-25
38727,Een,А-а-а,/animes/38727-een,ona,4.2,released,1,1,2018-02-12,
54160,Future Kid Takara,Такара — ребёнок будущего,/animes/54160-future-kid-takara,tv,0.0,released,11,0,2025-11-08,2025-11-09
38063,Oshiego ni Kyouhaku Sareru no wa Hanzai desu ka?,"Это преступление, когда тебе угрожает собственный ученик?",/animes/38063-oshiego-ni-kyouhaku-sareru-no-wa-hanzai-desu-ka,ona,5.58,released,1,1,2018-07-23,
9028,Edokko Boy: Gatten Tasuke,Парень эпохи Эдо,/animes/9028-edokko-boy-gatten-tasuke,tv,6.32,released,22,0,1990-10-19,1991-03-22
29768,Fantastic Cell,Фантастическая клетка,/animes/29768-fantastic-cell,movie,4.82,released,1,1,2003-01-01,
36642,Kakusansei Million Arthur,Миллион Артуров: Диффузия,/animes/36642-kakusansei-million-arthur,ona,5.48,released,1,1,2012-03-23,
31262,Ghost (1984),Призрак,/animes/31262-ghost-1984,movie,5.41,released,1,0,1984-09-24,
34486,Star Ocean: Anamnesis,Звёздный океан: Анамнез,/animes/34486-star-ocean-anamnesis,ona,0.0,released,17,1,2016-11-28,2020-04-04
50629,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,Ювенильная песня 2. Часть 2,/animes/50629-shaonian-ge-xing-feng-hua-xue-yue-pian-part-2,ona,7.36,released,16,16,2022-01-26,2022-05-04
38998,Virtual-san wa Miteiru Specials,Виртуальный просмотр: Спецвыпуски,/animes/38998-virtual-san-wa-miteiru-specials,special,5.36,released,2,0,2019-05-24,
51824,Shiguang Dailiren x realme: Shenmi Q Xiansheng de Weituo,Агент времени x realme: Поручение таинственного мистера Кью,/animes/51824-shiguang-dailiren-x-realme-shenmi-q-xiansheng-de-weituo,cm,5.7,released,1,0,2022-04-30,
6828,Ohi-sama to Kaeru,Солнце и лягушки,/animes/6828-ohi-sama-to-kaeru,movie,4.27,released,1,0,1936-01-01,
35432,Yi Wan Nian Yi Hou,Тиана: 10000 лет спустя,/animes/35432-yi-wan-nian-yi-hou,movie,5.05,released,1,0,2015-03-27,
34140,Eyedrops,Глазные капли,/animes/34140-eyedrops,cm,4.75,released,4,0,2016-09-26,2016-11-27
8336,Hanakappa,Ханакаппа,/animes/8336-hanakappa,tv,6.03,ongoing,0,230,2010-03-29,
